,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Antigüedad,Bodegas,Orientación
1999,Hermoso Departamento En Calle General Mackenna Santiago,Departamento,Publicado hace 42 días,2021-07-01,"General Mackenna 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",290.000,,"0,28 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
2000,Cómodo Depto En Excelente Ubicación,Departamento,Publicado hace 42 días,2021-07-01,"Morandé 707, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,27 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,50000 CLP,,,,,,
2001,Cercano Metro Santa Isabel,Departamento,Publicado hace 42 días,2021-07-01,"Argomedo 190 - Departamento 1007, Santa Isabel, Santiago, RM (Metropolitana)",290.000,,"0,26 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,,75000 CLP,,,,8 años,,
2002,Arriendo Depto. 2 Habitaciones 1 Baño Con Estacionamiento,Departamento,Publicado hace 41 días,2021-07-01,"Brasil 875, Franklin - Biobío, Santiago, RM (Metropolitana)",330.000,,"0,25 UF/m²","0,26 UF/m²",45 m²,45 m²,2,1,1,,,,,,,
2003,Arriendo De 1d-1b En Republica Santiago Centro,Departamento,Publicado hace 41 días,2021-07-01,"Romero 2100 - 2400, Barrio Yungay, Santiago, RM (Metropolitana)",250.000,,"0,23 UF/m²","0,72 UF/m²",37 m²,37 m²,1,1,,35000 CLP,,,,,,
2004,Nethaus Arrienda Excelente Depto Sector Curico - Lira,Departamento,Publicado hace 41 días,2021-07-01,"Curicó 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,35 UF/m²","0,72 UF/m²",34 m²,32 m²,1,1,1,50000 CLP,,,,,,
2005,Nethaus Arrienda Inmejorable Depto. Merced - Mc Iver,Departamento,Publicado hace 41 días,2021-07-01,"Merced 1 - 300, Barrio Lastarria, Santiago, RM (Metropolitana)",12,362.496,"0,24 UF/m²","0,26 UF/m²",50 m²,50 m²,2,1,,80000 CLP,,,,,,
2006,"Parque Bustamente, Oportunidad",Departamento,Publicado hace 40 días,2021-07-01,"General Jofré / Parque Bustamante 100 - Departamento 710, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,21 UF/m²","0,26 UF/m²",56 m²,50 m²,2,2,,,,,,,,
2007,"Céntrico Duplex, 1d, A Pasos Del Metro",Departamento,Publicado hace 40 días,2021-07-01,"San Martín 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",340.000,,"0,21 UF/m²","0,72 UF/m²",55 m²,48 m²,1,1,,,,,,,,
2008,Comodo Departamento En Arriendo,Departamento,Publicado hace 40 días,2021-07-01,"Carmen 297, Santa Isabel, Santiago, RM (Metropolitana)",380.000,,"0,26 UF/m²","0,26 UF/m²",49 m²,47 m²,2,2,1,50000 CLP,,,,,,
2009,Lindo Departamento En Lord Cochrane,Departamento,Publicado hace 40 días,2021-07-01,"Lord Cochrane 1 - 300, Bulnes, Santiago, RM (Metropolitana)",270.000,,"0,3 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,50000 CLP,,,,,,
2010,Metro Ñuble / Con Estacionamiento,Departamento,Publicado hace 39 días,2021-07-01,"Vicuña Mackenna 1800 - 2100, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",365.000,,"0,32 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,1,,,,,,,
2011,"Av España 1 - 300, Esquina Sazie",Departamento,Publicado hace 39 días,2021-07-01,"Av España 1 - 300, Esquina Sazie, Barrio República, Santiago, RM (Metropolitana)",250.000,,"0,22 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,50000 CLP,,,,,,
2012,Sector Bellas Artes / Metro,Departamento,Publicado hace 39 días,2021-07-01,"Monjitas 537 - Departamento 137, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",350.000,,"0,21 UF/m²","0,84 UF/m²",55 m²,55 m²,2,2,,58000 CLP,,,,,,
2013,Home Studio Amoblado Metro Santa Isabel,Departamento,Publicado hace 39 días,2021-07-01,"Santa Isabel 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",320.000,,"0,28 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,,35000 CLP,,,,,,
2014,Departamento Amoblado 1 Persona O Pareja ,Departamento,Publicado hace 38 días,2021-07-01,"Fray Camilo Henríquez 463 - Departamento 1303, Santa Isabel, Santiago, RM (Metropolitana)",320.000,,"0,35 UF/m²","0,72 UF/m²",31 m²,30 m²,1,1,,35000 CLP,,,,,,
2015,Una Joyita! Rosal Frente Cerro Santa Lucía. Barrio,Departamento,Publicado hace 38 días,2021-07-01,"Rosal 300 - 600, Barrio Lastarria, Santiago, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,50000 CLP,,,,,,
2016,Santo Domingo 673,Departamento,Publicado hace 38 días,2021-07-01,"Santo Domingo 673 - Departamento 704, Franklin - Biobío, Santiago, RM (Metropolitana)",250.000,,"0,09 UF/m²",,90 m²,30 m²,1,1,,,,,,,,
2017,San Isidro 234,Departamento,Publicado hace 38 días,2021-07-01,"San Isidro 234 - Departamento 816, Santa Isabel, Santiago, RM (Metropolitana)",250.000,,"0,09 UF/m²",,90 m²,30 m²,1,1,,,,,,,,
2018,"Departamento Luminoso, 1 Dormitorio Con Bodega",Departamento,Publicado hace 38 días,2021-07-01,"Santa Isabel 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",280.000,,"0,24 UF/m²","0,72 UF/m²",40 m²,37 m²,1,1,,50000 CLP,,,,,,
2019,Metro Bellas Artes,Departamento,Publicado hace 38 días,2021-07-01,"Santo Domingo 580 - Departamento 1 - 300, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,26 UF/m²","0,72 UF/m²",32 m²,32 m²,1,1,,,,,,,,
2020,Arriendo  Luminoso Departamento,Departamento,Publicado hace 38 días,2021-07-01,"Rosas 1339 - Departamento 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,27 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,,,,,,,
2021, Metro Republica Barrio Universitario,Departamento,Publicado hace 38 días,2021-07-01,"España 1 - 300, Franklin - Biobío, Santiago, RM (Metropolitana)",360.000,,"0,24 UF/m²","0,26 UF/m²",50 m²,50 m²,2,2,,70000 CLP,,,,,,
2022,Luminoso Y Acogedor Departamento Cerca Metro Plaza De Armas ,Departamento,Publicado hace 38 días,2021-07-01,"Catedral 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",230.000,,"0,23 UF/m²","0,72 UF/m²",34 m²,34 m²,1,1,,,,,,,,
2023,Se Arrienda Departamento 1 Dormitorio En Avenida Lira,Departamento,Publicado hace 38 días,2021-07-01,"Lira 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",240.000,,"0,21 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,35000 CLP,,,,,,
2024,Se Arrienda Departamento 1 Dormitorio En Avenida Lira,Departamento,Publicado hace 38 días,2021-07-01,"Lira 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",240.000,,"0,21 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,35000 CLP,,,,,,
2025,Hermoso Depto 2 Dormitorios Metro Santa Ana,Departamento,Publicado hace 38 días,2021-07-01,"San Pablo 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",340.000,,"0,19 UF/m²","0,26 UF/m²",60 m²,50 m²,2,2,,,,,,,,
2026,Depto. Estudio Remodelado Amplio  Barrio Universitario,Departamento,Publicado hace 38 días,2021-07-01,"Sazie 1738 - Departamento 300 - 600, Franklin - Biobío, Santiago, RM (Metropolitana)",240.000,,"0,22 UF/m²","0,72 UF/m²",36 m²,30 m²,1,1,,,,,,,,
2027,Depto. A Pasos Estación Metro Ñuble,Departamento,Publicado hace 38 días,2021-07-01,"Padre Orellana 1656 - Departamento 1241, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,26 UF/m²",40 m²,40 m²,2,1,1,,,,,,,
2028,Edificio Vive Argomedo,Departamento,Publicado hace 38 días,2021-07-01,"Argomedo 588, Santa Isabel, Santiago, RM (Metropolitana)",310.000,,"0,28 UF/m²","0,72 UF/m²",37.65 m²,34.25 m²,1,1,,50000 CLP,,,,,,
2029,Depto Estudio Con Bodega,Departamento,Publicado hace 37 días,2021-07-01,"Gral. Jofre 70 - Departamento 1200 - 1500, Franklin - Biobío, Santiago, RM (Metropolitana)",230.000,,"0,26 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,35000 CLP,,,,,,
2030, Departamento En Arriendo,Departamento,Publicado hace 37 días,2021-07-01,"Vicuña Mackenna 625 - Departamento 1113, Santa Isabel, Santiago, RM (Metropolitana)",250.000,,"0,26 UF/m²","0,72 UF/m²",32 m²,32 m²,1,1,,35000 CLP,,,,13 años,,
2031,Dpto Metro Santa Isabel,Departamento,Publicado hace 37 días,2021-07-01,"Santa Isabel 1 - 300, Franklin - Biobío, Santiago, RM (Metropolitana)",250.000,,"0,19 UF/m²","0,72 UF/m²",45 m²,42 m²,1,1,,,,,,,,
2032,Barrio Bellas Artes,Departamento,Publicado hace 37 días,2021-07-01,"Merced 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",270.000,,"0,26 UF/m²","0,72 UF/m²",35 m²,33 m²,1,1,,,,,,,,
2033,San Francisco 294,Departamento,Publicado hace 37 días,2021-07-01,"San Francisco 294 - Departamento 900 - 1200, Bulnes, Santiago, RM (Metropolitana)",250.000,,"0,09 UF/m²",,90 m²,30 m²,1,1,,,,,,,,
2034,Impecable! Con Estac. Y Bodega. Metros Sta Ana / Moneda,Departamento,Publicado hace 37 días,2021-07-01,"Huérfanos 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",520.000,,"0,19 UF/m²","0,21 UF/m²",90 m²,80 m²,3,2,1,110000 CLP,,,,,,
2035,Se Arrienda Depto Santiago Centro,Departamento,Publicado hace 37 días,2021-07-01,"Santa Rosa 1 - 300, Bulnes, Santiago, RM (Metropolitana)",260.000,,"0,29 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,
2036,"Departamento Cerca Del Metro Moneda , Luminoso",Departamento,Publicado hace 37 días,2021-07-01,"Nataniel Cox 1 - 300, Bulnes, Santiago, RM (Metropolitana)",390.000,,"0,21 UF/m²","0,21 UF/m²",63 m²,60 m²,2,2,1,70000 CLP,,,,,,
2037,Elegabte En Exclusivo Edificio Requisitos Negociables,Departamento,Publicado hace 37 días,2021-07-01,"Avenida Brasil 601 - Departamento 1 - 300, Barrio Brasil, Santiago, RM (Metropolitana)",260.000,,"0,27 UF/m²","0,72 UF/m²",33 m²,33 m²,1,1,,,,,,,,
2038,"Metro Bellas Artes, Departamento 1d+1b Insuperable",Departamento,Publicado hace 37 días,2021-07-01,"Merced 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,,"0,22 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
2039,Arriendo Depto 2d-2b Estilo Mariposa En General Mackenna,Departamento,Publicado hace 37 días,2021-07-01,"General Mackenna 1555 - Departamento 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",440.000,,"0,28 UF/m²","0,84 UF/m²",52 m²,52 m²,2,2,1,80000 CLP,,,,,,
2040,Espectacular Departamento Estudio Con Bodega.,Departamento,Publicado hace 37 días,2021-07-01,"Catedral 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,,"0,29 UF/m²","0,72 UF/m²",28 m²,28 m²,1,1,,36000 CLP,,,,,,
2041,"Arriendo Dpto.1 Dormitorio, Un Baño En Suite Santa Isabel",Departamento,Publicado hace 37 días,2021-07-01,"Santa Isabel 517, Santa Isabel, Santiago, RM (Metropolitana)",260.000,,"0,24 UF/m²","0,72 UF/m²",37 m²,37 m²,1,1,,45000 CLP,,,,,,
2042,Hermoso Depto Home Estudio Muy Centrico Y Bien Ubicado,Departamento,Publicado hace 37 días,2021-07-01,"San Diego 1 - 300, Bulnes, Santiago, RM (Metropolitana)",225.000,,"0,26 UF/m²","0,72 UF/m²",28.7 m²,26 m²,1,1,,,,,,,,
2043,Departamento Amoblado Cercano A Metro Parque Bustamante,Departamento,Publicado hace 37 días,2021-07-01,"General Jofre 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",320.000,,"0,27 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,65000 CLP,,,,,,
2044,Metro Santa Ana,Departamento,Publicado hace 36 días,2021-07-01,"Mario Kreutzberger 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,27 UF/m²","0,72 UF/m²",31 m²,29 m²,1,1,,50000 CLP,,,,,,
2045,"Metro Estación Parque Almagro, Universidad De Chile",Departamento,Publicado hace 36 días,2021-07-01,"Eleuterio Ramírez 825, Bulnes, Santiago, RM (Metropolitana)",400.000,,"0,26 UF/m²","0,26 UF/m²",51 m²,48 m²,2,2,1,,,,,,,
2046,Acogedor Y Cómodo Departamento Con Excelentes Terminaciones,Departamento,Publicado hace 36 días,2021-07-01,"Mapocho 1450, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",250.000,,"0,24 UF/m²","0,72 UF/m²",35 m²,31 m²,1,1,,,,,,,,
2047,Dpto En San Isidro Con Curico,Departamento,Publicado hace 36 días,2021-07-01,"San Isidro 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",215.000,,"0,21 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
2048,"Depto 1 Dorm Separado Living, Mtr Santa Isabel",Departamento,Publicado hace 36 días,2021-07-01,"San Isidro 538, Santa Isabel, Santiago, RM (Metropolitana)",230.000,,"0,21 UF/m²","0,72 UF/m²",37 m²,35 m²,1,1,,,,,,,,
2049,Metro Santa Lucia,Departamento,Publicado hace 36 días,2021-07-01,"Carmen 77, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,17 UF/m²",,70 m²,70 m²,1,1,,80000 CLP,,,,,,
2050,Cercano Metro Santa Ana,Departamento,Publicado hace 36 días,2021-07-01,"San Pablo 1539, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",270.000,,"0,25 UF/m²","0,72 UF/m²",36 m²,36 m²,1,1,,38000 CLP,,,,,,
2051,"Estudio, A 2 Cuadras Del Metro Santa Ana $210.000",Departamento,Publicado hace 36 días,2021-07-01,"Mario Kreutzberger 1520, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",210.000,,"0,32 UF/m²","0,72 UF/m²",22 m²,22 m²,1,1,,35000 CLP,,,,,,
2052,"Depto. Nuevo A Estrenar En Arriendo, Excelente Conectividad!",Departamento,Publicado hace 36 días,2021-07-01,"San Martín 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,,"0,28 UF/m²","0,72 UF/m²",31 m²,28 m²,1,1,,40000 CLP,,,,,,
2053,Hermoso Departamento En Calle General Mackenna Santiago,Departamento,Publicado hace 36 días,2021-07-01,"General Mackenna 1555, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",290.000,,"0,28 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
2054,Departamento Luminoso Barrio Brasil,Departamento,Publicado hace 36 días,2021-07-01,"Catedral 2165 - Departamento 107, Barrio Brasil, Santiago, RM (Metropolitana)",300.000,,"0,27 UF/m²","0,26 UF/m²",38 m²,38 m²,2,1,,,,,,,,
2055,"Metro Estación Universidad Católica, Bodega,",Departamento,Publicado hace 36 días,2021-07-01,"Lira 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",400.000,,"0,22 UF/m²","0,84 UF/m²",60 m²,57 m²,2,2,1,,,,,,,
2056,"Arriendo Departamento 2 Dormitorios, 1 Baño.",Departamento,Publicado hace 36 días,2021-07-01,"San Martín 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,,"0,27 UF/m²","0,26 UF/m²",40 m²,40 m²,2,1,,,,,,,,
2057,"Lira / Marin, Lindo Dpto 1d/1b, Bodega",Departamento,Publicado hace 36 días,2021-07-01,"Lira 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",310.000,,"0,25 UF/m²","0,72 UF/m²",41 m²,37 m²,1,1,,,,,,,,
2058,"Primer Mes Gratis! Depto 2d 1b, Eleuterio Ramirez 1024",Departamento,Publicado hace 17 días,2021-07-01,"Eleuterio Ramirez 1024, Santa Isabel, Santiago, RM (Metropolitana)",330.000,,"0,24 UF/m²","0,26 UF/m²",46 m²,46 m²,2,2,,,,,,,,
2059,Metro Toesca!,Departamento,Publicado hace 36 días,2021-07-01,"Avenida Manuel Rodríguez 300 - 600, Barrio Brasil, Santiago, RM (Metropolitana)",280.000,,"0,35 UF/m²","0,72 UF/m²",27 m²,27 m²,1,1,,35000 CLP,,,,,,
2060,"Departamento Cercano Metro, Central, Bajos G Comunes",Departamento,Publicado hace 36 días,2021-07-01,"Diagonal Cervantes 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",270.000,,"0,22 UF/m²","0,72 UF/m²",42 m²,42 m²,1,1,,,,,,,,
2061,Cómodo Departamento Cercano A Comercio,Departamento,Publicado hace 36 días,2021-07-01,"Manuel Antonio Tocornal 600 - 900, Santa Isabel, Santiago, RM (Metropolitana)",270.000,,"0,2 UF/m²","0,72 UF/m²",45 m²,45 m²,1,1,,,,,,,,
2062,Dp Estudio Metro Santa Ana ,Departamento,Publicado hace 35 días,2021-07-01,"Santo Domingo 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",225.000,,"0,25 UF/m²","0,72 UF/m²",30 m²,27 m²,1,1,,40000 CLP,,,,,,
2063,Tocornal // Buena Conexion,Departamento,Publicado hace 35 días,2021-07-01,"Manuel Antonio Tocornal 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,25 UF/m²","0,72 UF/m²",40 m²,35 m²,1,1,,,,,,,,
2064,Barrio Lastarria // Merced,Departamento,Publicado hace 35 días,2021-07-01,"Merced 1 - 300, Barrio Lastarria, Santiago, RM (Metropolitana)",600.000,,"0,18 UF/m²",,110 m²,105 m²,2,2,1,,,,,,,
2065,San Isidro / Metro Santa Lucia ,Departamento,Publicado hace 35 días,2021-07-01,"San Isidro 96 - Departamento 1200 - 1500, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,
2066,Avenida España / Primera Cuadra,Departamento,Publicado hace 35 días,2021-07-01,"Avenida España 1 - 300, Barrio República, Santiago, RM (Metropolitana)",250.000,,"0,25 UF/m²","0,72 UF/m²",33.08 m²,30 m²,1,1,,60000 CLP,,,,,,
2067,Departamento Remodelado Cercano A Metro Santa Ana,Departamento,Publicado hace 35 días,2021-07-01,"Compañia De Jesus 1200 - 1500, Franklin - Biobío, Santiago, RM (Metropolitana)",290.000,,"0,29 UF/m²","0,72 UF/m²",34 m²,34 m²,1,1,,30000 CLP,,,,,,
2068,Arriendo  Luminoso Departamento,Departamento,Publicado hace 35 días,2021-07-01,"Rosas 1339 - Departamento 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,27 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,,,,,,,
2069,"Hermoso Depto, Excelente Conectividad ",Departamento,Publicado hace 35 días,2021-07-01,"Curicó 394, Santa Isabel, Santiago, RM (Metropolitana)",290.000,,"0,26 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,,,,,,,
2070,Excelente Departamento. Sector Metro Moneda,Departamento,Publicado hace 35 días,2021-07-01,"Lord Cochrane 277 - Departamento 804, Bulnes, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",65 m²,65 m²,2,2,,80000 CLP,,,,,,
2071," Depto, Excelente Conectividad Entre Dos Estaciones De Metro",Departamento,Publicado hace 35 días,2021-07-01,"Curicó 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",370.000,,"0,19 UF/m²","0,21 UF/m²",66 m²,66 m²,2,2,,,,,,,,
2072,"Departamento Nuevo, Orientación Sur 1d",Departamento,Publicado hace 35 días,2021-07-01,"Manuel Antonio Tocornal 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",270.000,,"0,26 UF/m²","0,72 UF/m²",35.44 m²,30.61 m²,1,1,,,,,,,,
2073,Alonso De Ovalle/ San Francisco,Departamento,Publicado hace 35 días,2021-07-01,"Padre Alonso De Ovalle 600 - 900, Bulnes, Santiago, RM (Metropolitana)",270.000,,"0,28 UF/m²","0,72 UF/m²",32 m²,31 m²,1,1,,,,,,,,
2074,"Departamento Nuevo, Orientación Norte 1d",Departamento,Publicado hace 30 días,2021-07-01,"Manuel Antonio Tocornal 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",295.000,,"0,28 UF/m²","0,72 UF/m²",35.44 m²,30.61 m²,1,1,,,,,,,,
2075,Lindo Departamento En Valentin Letelier Cerca Metro Moneda,Departamento,Publicado hace 35 días,2021-07-01,"Valentín Letelier 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",360.000,,"0,26 UF/m²","0,72 UF/m²",47 m²,45 m²,1,1,,30000 CLP,,,,,,
2076,"Departamento En Arriendo 2d 1b 1bod, Metro Santa Ana",Departamento,Publicado hace 22 días,2021-07-01,"San Martín 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,,"0,25 UF/m²","0,26 UF/m²",43 m²,43 m²,2,1,,65000 CLP,,,,,,
2077,Departamento De Un Dormitorio Santa Isabel,Departamento,Publicado hace 35 días,2021-07-01,"Santa Isabel 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",250.000,,"0,19 UF/m²","0,72 UF/m²",45 m²,43 m²,1,1,,40000 CLP,,,,,,
2078,"Metro Plaza De Armas ,departamento Remodelado, Terraza",Departamento,Publicado hace 35 días,2021-07-01,"Monjitas 600 - 900, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",270.000,,"0,2 UF/m²","0,72 UF/m²",45 m²,45 m²,1,1,,35000 CLP,,,,,,
2079,Hermoso Departamento Cercano A Metro Santa Ana,Departamento,Publicado hace 34 días,2021-07-01,"Mario Kreutzberger 1500 - 1800, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",290.000,,"0,22 UF/m²","0,26 UF/m²",45 m²,45 m²,2,1,,,,,,,,
2080,Departamento Ubicado En Argomedo Con Lira.,Departamento,Publicado hace 34 días,2021-07-01,"Argomedo 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",280.000,,"0,25 UF/m²","0,72 UF/m²",38 m²,35 m²,1,1,,45000 CLP,,,,,,
2081,Departamento En Arriendo En Santiago Centro Sin Amoblar,Departamento,Publicado hace 34 días,2021-07-01,"Portugal 442, Franklin - Biobío, Santiago, RM (Metropolitana)",420.000,,"0,29 UF/m²","0,26 UF/m²",49 m²,47 m²,2,2,1,85000 CLP,,,,,,
2082,A Pasos Metro Quinta Normal ,Departamento,Publicado hace 34 días,2021-07-01,"Catedral 00 - Departamento 00, Barrio Yungay, Santiago, RM (Metropolitana)",280.000,,"0,2 UF/m²","0,72 UF/m²",48 m²,45 m²,1,1,,,,,,,,
2083,"Oportunidad, Linda Vista Despejada, Ancho Balcón.",Departamento,Publicado hace 34 días,2021-07-01,"Santo Domingo 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",285.000,,"0,24 UF/m²","0,72 UF/m²",40.3 m²,36.8 m²,1,1,,55000 CLP,,,,,,
2084,Excelente Departamento En Arriendo,Departamento,Publicado hace 34 días,2021-07-01,"Carmen 1 - 300, Santa Isabel, Santiago, RM (Metropolitana)",350.000,,"0,24 UF/m²","0,72 UF/m²",50 m²,44 m²,1,1,,,,,,,,
2085,Departamento Con Estacionamiento Y Bodega,Departamento,Publicado hace 34 días,2021-07-01,"(adm)santa Isabel 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,1,,,,,,,
2086,Cómodo Departamento Semiamoblado,Departamento,Publicado hace 34 días,2021-07-01,"Catedral 1200 - 1500, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",280.000,,"0,24 UF/m²","0,72 UF/m²",40 m²,40 m²,1,1,,,,,,,,
2087,Departamento A Pasos Metro Santa Lucia Y Alameda,Departamento,Publicado hace 33 días,2021-07-01,"San Isidro 19 - Departamento 1109, Franklin - Biobío, Santiago, RM (Metropolitana)",285.000,,"0,3 UF/m²","0,72 UF/m²",32 m²,30 m²,1,1,,,,,,,,
2088,Hermoso Depto Luminoso  A Una Cuadra Metro Santa Lucia,Departamento,Publicado hace 33 días,2021-07-01,"Marcoleta 300 - 600, Santa Isabel, Santiago, RM (Metropolitana)",400.000,,"0,23 UF/m²","0,22 UF/m²",58 m²,56 m²,2,1,,,,,,,,
2089,Metro Universidad De Chile,Departamento,Publicado hace 33 días,2021-07-01,"Padre Alonso De Ovalle 600 - 900, Bulnes, Santiago, RM (Metropolitana)",220.000,,"0,34 UF/m²","0,72 UF/m²",22 m²,22 m²,1,1,,,,,,,,
2090,Departamento Estudio A Pasos Metro Moneda,Departamento,Publicado hace 33 días,2021-07-01,"Lord Cochrane 182, Bulnes, Santiago, RM (Metropolitana)",225.000,,"0,27 UF/m²","0,72 UF/m²",28 m²,28 m²,1,1,,,,,,,,
